,Unnamed: 0,title,subtitle,pdf,txt,more,fileName,year,date,President
18,18,36 WCPD 27 - The President's Radio Address,"Addresses and Remarks. Saturday, January 8, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg27-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg27-2.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg27-2&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg27-2,2000,"Saturday, January 8, 2000",Bill Clinton
19,19,36 WCPD 28 - Letter to Congressional Leaders Transmitting a Report on Iraq's Compliance With United Nations...,"Communications to Congress. Friday, January 7, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg28.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg28.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg28&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg28,2000,"Friday, January 7, 2000",Bill Clinton
20,20,36 WCPD 29 - Letter to Congressional Leaders Transmitting a Report on the Emigration Policies and Trade,"Communications to Congress. Friday, January 14, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg29.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg29.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg29&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg29,2000,"Friday, January 14, 2000",Bill Clinton
21,21,36 WCPD 29 - Letter to Congressional Leaders Transmitting a Report on the National Emergency With Respect to...,"Communications to Congress. Friday, January 7, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg29-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg29-2.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg29-2&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg29-2,2000,"Friday, January 7, 2000",Bill Clinton
22,22,36 WCPD 29 - Letter to Congressional Leaders Transmitting a Report on the National Emergency With Respect to...,"Communications to Congress. Friday, January 7, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg29-3.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg29-3.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg29-3&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg29-3,2000,"Friday, January 7, 2000",Bill Clinton
23,23,36 WCPD 29 - Remarks Commemorating the End of Ramadan,"Addresses and Remarks. Monday, January 10, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg29-4.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg29-4.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg29-4&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg29-4,2000,"Monday, January 10, 2000",Bill Clinton
24,24,"36 WCPD 31 - Remarks Prior to Departure for Annapolis, Maryland, and an Exchange With Reporters","Addresses and Remarks. Monday, January 10, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg31.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg31.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg31&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg31,2000,"Monday, January 10, 2000",Bill Clinton
25,25,"36 WCPD 33 - Remarks at Funeral Services for Elmo R. Zumwalt, Jr., in Annapolis","Addresses and Remarks. Monday, January 10, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg33.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg33.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg33&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg33,2000,"Monday, January 10, 2000",Bill Clinton
26,26,36 WCPD 35 - Statement on the Death of Marsha Pyle Martin,"Statements by the President. Monday, January 10, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg35.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg35.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg35&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg35,2000,"Monday, January 10, 2000",Bill Clinton
27,27,36 WCPD 35 - Statement on the Resignation of Deputy Secretary of Defense John Hamre,"Resignations and Retirements. Monday, January 10, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg35-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg35-2.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg35-2&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg35-2,2000,"Monday, January 10, 2000",Bill Clinton
28,28,"36 WCPD 36 - Exchange With Reporters During Tour of Grand Canyon, Arizona","Interviews With the News Media. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg36.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg36.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg36&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg36,2000,"Tuesday, January 11, 2000",Bill Clinton
29,29,36 WCPD 37 - Remarks Announcing the Establishment of National Monuments in Western States at the Grand Canyon,"Addresses and Remarks. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg37.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg37.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg37&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg37,2000,"Tuesday, January 11, 2000",Bill Clinton
30,30,36 WCPD 41 - Proclamation 7263--Establishment of the Agua Fria National Monument,"Proclamations. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg41.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg41.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg41&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg41,2000,"Tuesday, January 11, 2000",Bill Clinton
31,31,36 WCPD 43 - Proclamation 7264--Establishment of the California Coastal National Monument,"Proclamations. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg43.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg43.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg43&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg43,2000,"Tuesday, January 11, 2000",Bill Clinton
32,32,36 WCPD 44 - Proclamation 7265--Establishment of the Grand Canyon-Parashant National Monument,"Proclamations. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg44.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg44.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg44&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg44,2000,"Tuesday, January 11, 2000",Bill Clinton
33,33,36 WCPD 48 - Proclamation 7266--Boundary Enlargement of the Pinnacles National Monument,"Proclamations. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg48.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg48.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg48&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg48,2000,"Tuesday, January 11, 2000",Bill Clinton
34,34,36 WCPD 50 - Statement on Initiatives To Empower Young People,"Statements by the President. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg50.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg50.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg50&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg50,2000,"Tuesday, January 11, 2000",Bill Clinton
35,35,36 WCPD 50 - Statement Announcing Assistance to Colombia's Counterdrug Efforts,"Statements by the President. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg50-2.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg50-2.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg50-2&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg50-2,2000,"Tuesday, January 11, 2000",Bill Clinton
36,36,"36 WCPD 51 - Remarks at a Reception for Representative Sheila Jackson Lee in Houston, Texas","Addresses and Remarks. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg51.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg51.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg51&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg51,2000,"Tuesday, January 11, 2000",Bill Clinton
37,37,36 WCPD 53 - Remarks to the Texas Legislative Victory Fund in Houston,"Addresses and Remarks. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg53.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg53.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg53&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg53,2000,"Tuesday, January 11, 2000",Bill Clinton
38,38,36 WCPD 56 - Letter to Congressional Leaders Transmitting the Report on the Loan Guarantees to Israel Program,"Communications to Congress. Tuesday, January 11, 2000.",https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/pdf/WCPD-2000-01-17-Pg56.pdf,https://www.gpo.gov/fdsys/pkg/WCPD-2000-01-17/html/WCPD-2000-01-17-Pg56.htm,search/pagedetails.action;jsessionid=tQdnZ41O9b8Q_aatxSOVilGGv1Uv_PcIC7JQ7MdErvzld_Ev2QA5!993185334!-377375115?browsePath=2000%2F01&granuleId=WCPD-2000-01-17-Pg56&packageId=WCPD-2000-01-17&fromBrowse=true,WCPD-2000-01-17-Pg56,2000,"Tuesday, January 11, 2000",Bill Clinton
